time;V(/VOUT);V(Net-_D1-K_);
0.0763018;3.61581;1.71776;
0.0764018;3.61138;1.71352;
0.0765018;3.61581;1.71776;
0.0766018;3.61138;1.71352;
0.0767018;3.61581;1.71776;
0.0768018;3.61138;1.71352;
0.0769018;3.61581;1.71776;
0.0770018;3.61138;1.71353;
0.0771018;3.61581;1.71776;
0.0772018;3.61138;1.71353;
0.0773018;3.61581;1.71776;
0.0774018;3.61138;1.71353;
0.0775018;3.61581;1.71776;
0.0776018;3.61138;1.71353;
0.0777018;3.61581;1.71776;
0.0778018;3.61138;1.71353;
0.0779018;3.61581;1.71776;
0.0780018;3.61138;1.71353;
0.0781018;3.61581;1.71776;
0.0782018;3.61138;1.71353;
0.0783018;3.61581;1.71776;
0.0784018;3.61138;1.71353;
0.0785018;3.61581;1.71776;
0.0786018;3.61138;1.71353;
0.0787018;3.61581;1.71776;
0.0788018;3.61138;1.71353;
0.0789018;3.61581;1.71776;
0.0790018;3.61138;1.71353;
0.0791018;3.61581;1.71776;
0.0792018;3.61138;1.71353;
0.0793018;3.61581;1.71776;
0.0794018;3.61138;1.71353;
0.0795018;3.61581;1.71776;
0.0796018;3.61138;1.71353;
0.0797018;3.61581;1.71776;
0.0798018;3.61138;1.71353;
0.0799018;3.61581;1.71776;
0.0800018;3.61138;1.71353;
0.0801018;3.61581;1.71776;
0.0802018;3.61138;1.71353;
0.0803018;3.61581;1.71776;
0.0804018;3.61138;1.71353;
0.0805018;3.61581;1.71776;
0.0806018;3.61138;1.71353;
0.0807018;3.61581;1.71776;
0.0808018;3.61138;1.71353;
0.0809018;3.61581;1.71776;
0.0810018;3.61138;1.71353;
0.0811018;3.61581;1.71776;
0.0812018;3.61138;1.71353;
0.0813018;3.61581;1.71776;
0.0814018;3.61138;1.71353;
0.0815018;3.61581;1.71776;
0.0816018;3.61138;1.71353;
0.0817018;3.61581;1.71776;
0.0818018;3.61138;1.71353;
0.0819018;3.61581;1.71776;
0.0820018;3.61138;1.71353;
0.0821018;3.61581;1.71776;
0.0822018;3.61138;1.71353;
0.0823018;3.61581;1.71776;
0.0824018;3.61138;1.71353;
0.0825018;3.61581;1.71776;
0.0826018;3.61138;1.71353;
0.0827018;3.61581;1.71776;
0.0828018;3.61138;1.71353;
0.0829018;3.61581;1.71776;
0.0830018;3.61139;1.71353;
0.0831018;3.61581;1.71776;
0.0832018;3.61139;1.71353;
0.0833018;3.61581;1.71776;
0.0834018;3.61139;1.71353;
0.0835018;3.61581;1.71776;
0.0836018;3.61139;1.71353;
0.0837018;3.61581;1.71776;
0.0838018;3.61139;1.71353;
0.0839018;3.61581;1.71776;
0.0840018;3.61139;1.71353;
0.0841018;3.61581;1.71776;
0.0842018;3.61139;1.71353;
0.0843018;3.61581;1.71776;
0.0844018;3.61139;1.71353;
0.0845018;3.6158;1.71776;
0.0846018;3.61139;1.71353;
0.0847018;3.6158;1.71776;
0.0848018;3.61139;1.71353;
0.0849018;3.6158;1.71776;
0.0850018;3.61139;1.71353;
0.0851018;3.6158;1.71776;
0.0852018;3.61139;1.71353;
0.0853018;3.6158;1.71776;
0.0854018;3.61139;1.71353;
0.0855018;3.6158;1.71775;
0.0856018;3.61139;1.71353;
0.0857018;3.6158;1.71775;
0.0858018;3.61139;1.71353;
0.0859018;3.6158;1.71775;
0.0860018;3.61139;1.71353;
0.0861018;3.6158;1.71775;
0.0862018;3.61139;1.71353;
0.0863018;3.6158;1.71775;
0.0864018;3.61139;1.71353;
0.0865018;3.6158;1.71775;
0.0866018;3.61139;1.71353;
0.0867018;3.6158;1.71775;
0.0868018;3.61139;1.71353;
0.0869018;3.6158;1.71775;
0.0870018;3.61139;1.71353;
0.0871018;3.6158;1.71775;
0.0872018;3.61139;1.71353;
0.0873018;3.6158;1.71775;
0.0874018;3.61139;1.71353;
0.0875018;3.6158;1.71775;
0.0876018;3.61139;1.71353;
0.0877018;3.6158;1.71775;
0.0878018;3.61139;1.71353;
0.0879018;3.6158;1.71775;
0.0880018;3.61139;1.71353;
0.0881018;3.6158;1.71775;
0.0882018;3.61139;1.71353;
0.0883018;3.6158;1.71775;
0.0884018;3.61139;1.71353;
0.0885018;3.6158;1.71775;
0.0886018;3.61139;1.71353;
0.0887018;3.6158;1.71775;
0.0888018;3.61139;1.71353;
0.0889018;3.6158;1.71775;
0.0890018;3.61139;1.71353;
0.0891018;3.6158;1.71775;
0.0892018;3.61139;1.71353;
0.0893018;3.6158;1.71775;
0.0894018;3.61139;1.71353;
0.0895018;3.6158;1.71775;
0.0896018;3.61139;1.71353;
0.0897018;3.6158;1.71775;
0.0898018;3.61139;1.71353;
0.0899018;3.6158;1.71775;
0.0900018;3.61139;1.71353;
0.0901018;3.6158;1.71775;
0.0902018;3.61139;1.71353;
0.0903018;3.6158;1.71775;
0.0904018;3.61139;1.71353;
0.0905018;3.6158;1.71775;
0.0906018;3.61139;1.71353;
0.0907018;3.6158;1.71775;
0.0908018;3.61139;1.71353;
0.0909018;3.6158;1.71775;
0.0910018;3.61139;1.71353;
0.0911018;3.6158;1.71775;
0.0912018;3.61139;1.71353;
0.0913018;3.6158;1.71775;
0.0914018;3.61139;1.71353;
0.0915018;3.6158;1.71775;
0.0916018;3.61139;1.71353;
0.0917018;3.6158;1.71775;
0.0918018;3.61139;1.71353;
0.0919018;3.6158;1.71775;
0.0920018;3.61139;1.71353;
0.0921018;3.6158;1.71775;
0.0922018;3.61139;1.71353;
0.0923018;3.6158;1.71775;
0.0924018;3.61139;1.71353;
0.0925018;3.6158;1.71775;
0.0926018;3.61139;1.71353;
0.0927018;3.6158;1.71775;
0.0928018;3.61139;1.71353;
0.0929018;3.6158;1.71775;
0.0930018;3.61139;1.71353;
0.0931018;3.6158;1.71775;
0.0932018;3.61139;1.71353;
0.0933018;3.6158;1.71775;
0.0934018;3.61139;1.71353;
0.0935018;3.6158;1.71775;
0.0936018;3.61139;1.71353;
0.0937018;3.6158;1.71775;
0.0938018;3.61139;1.71353;
0.0939018;3.6158;1.71775;
0.0940018;3.61139;1.71353;
0.0941018;3.6158;1.71775;
0.0942018;3.61139;1.71353;
0.0943018;3.6158;1.71775;
0.0944018;3.61139;1.71353;
0.0945018;3.6158;1.71775;
0.0946018;3.61139;1.71353;
0.0947018;3.6158;1.71775;
0.0948018;3.61139;1.71353;
0.0949018;3.6158;1.71775;
0.0950018;3.61139;1.71353;
0.0951018;3.6158;1.71775;
0.0952018;3.61139;1.71353;
0.0953018;3.6158;1.71775;
0.0954018;3.61139;1.71353;
0.0955018;3.6158;1.71775;
0.0956018;3.61139;1.71353;
0.0957018;3.6158;1.71775;
0.0958018;3.61139;1.71353;
0.0959018;3.6158;1.71775;
0.0960018;3.61139;1.71353;
0.0961018;3.6158;1.71775;
0.0962018;3.61139;1.71353;
0.0963018;3.6158;1.71775;
0.0964018;3.61139;1.71353;
0.0965018;3.6158;1.71775;
0.0966018;3.61139;1.71353;
0.0967018;3.6158;1.71775;
0.0968018;3.61139;1.71353;
0.0969018;3.6158;1.71775;
0.0970018;3.61139;1.71353;
0.0971018;3.6158;1.71775;
0.0972018;3.61139;1.71353;
0.0973018;3.6158;1.71775;
0.0974018;3.61139;1.71353;
0.0975018;3.6158;1.71775;
0.0976018;3.61139;1.71353;
0.0977018;3.6158;1.71775;
0.0978018;3.61139;1.71353;
0.0979018;3.6158;1.71775;
0.0980018;3.61139;1.71353;
0.0981018;3.6158;1.71775;
0.0982018;3.61139;1.71353;
0.0983018;3.6158;1.71775;
0.0984018;3.61139;1.71353;
0.0985018;3.6158;1.71775;
0.0986018;3.61139;1.71353;
0.0987018;3.6158;1.71775;
0.0988018;3.61139;1.71353;
0.0989018;3.6158;1.71775;
0.0990018;3.61139;1.71353;
0.0991018;3.6158;1.71775;
0.0992018;3.61139;1.71353;
0.0993018;3.6158;1.71775;
0.0994018;3.61139;1.71353;
0.0995018;3.6158;1.71775;
0.0996018;3.61139;1.71353;
0.0997018;3.6158;1.71775;
0.0998018;3.61139;1.71353;
0.0999018;3.6158;1.71775;
0.100002;3.61139;1.71353;
0.100102;3.6158;1.71775;
0.100202;3.61139;1.71353;
0.100302;3.6158;1.71775;
0.100402;3.61139;1.71353;
0.100502;3.6158;1.71775;
0.100602;3.61139;1.71353;
0.100702;3.6158;1.71775;
0.100802;3.61139;1.71353;
0.100902;3.6158;1.71775;
0.101002;3.61139;1.71353;
0.101102;3.6158;1.71775;
0.101202;3.61139;1.71353;
0.101302;3.6158;1.71775;
0.101402;3.61139;1.71353;
0.101502;3.6158;1.71775;
0.101602;3.61139;1.71353;
0.101702;3.6158;1.71775;
0.101802;3.61139;1.71353;
0.101902;3.6158;1.71775;
0.102002;3.61139;1.71353;
0.102102;3.6158;1.71775;
0.102202;3.61139;1.71353;
0.102302;3.6158;1.71775;
0.102402;3.61139;1.71353;
0.102502;3.6158;1.71775;
0.102602;3.61139;1.71353;
0.102702;3.6158;1.71775;
0.102802;3.61139;1.71353;
0.102902;3.6158;1.71775;
0.103002;3.61139;1.71353;
0.103102;3.6158;1.71775;
0.103202;3.61139;1.71353;
0.103302;3.6158;1.71775;
0.103402;3.61139;1.71353;
0.103502;3.6158;1.71775;
0.103602;3.61139;1.71353;
0.103702;3.6158;1.71775;
0.103802;3.61139;1.71353;
0.103902;3.6158;1.71775;
0.104002;3.61139;1.71353;
0.104102;3.6158;1.71775;
0.104202;3.61139;1.71353;
0.104302;3.6158;1.71775;
0.104402;3.61139;1.71353;
0.104502;3.6158;1.71775;
0.104602;3.61139;1.71353;
0.104702;3.6158;1.71775;
0.104802;3.61139;1.71353;
0.104902;3.6158;1.71775;
0.105002;3.61139;1.71353;
0.105102;3.6158;1.71775;
0.105202;3.61139;1.71353;
0.105302;3.6158;1.71775;
0.105402;3.61139;1.71353;
0.105502;3.6158;1.71775;
0.105602;3.61139;1.71353;
0.105702;3.6158;1.71775;
0.105802;3.61139;1.71353;
0.105902;3.6158;1.71775;
0.106002;3.61139;1.71353;
0.106102;3.6158;1.71775;
0.106202;3.61139;1.71353;
0.106302;3.6158;1.71775;
0.106402;3.61139;1.71353;
0.106502;3.6158;1.71775;
0.106602;3.61139;1.71354;
0.106702;3.6158;1.71775;
0.106802;3.61139;1.71354;
0.106902;3.6158;1.71775;
0.107002;3.61139;1.71354;
0.107102;3.6158;1.71775;
0.107202;3.61139;1.71354;
0.107302;3.6158;1.71775;
0.107402;3.61139;1.71354;
0.107502;3.6158;1.71775;
0.107602;3.61139;1.71354;
0.107702;3.6158;1.71775;
0.107802;3.61139;1.71354;
0.107902;3.6158;1.71775;
0.108002;3.61139;1.71354;
0.108102;3.6158;1.71775;
0.108202;3.61139;1.71354;
0.108302;3.6158;1.71775;
0.108402;3.61139;1.71354;
0.108502;3.6158;1.71775;
0.108602;3.61139;1.71354;
0.108702;3.6158;1.71775;
0.108802;3.61139;1.71354;
0.108902;3.6158;1.71775;
0.109002;3.61139;1.71354;
0.109102;3.6158;1.71775;
0.109202;3.61139;1.71354;
0.109302;3.6158;1.71775;
0.109402;3.61139;1.71354;
0.109502;3.6158;1.71775;
0.109602;3.61139;1.71354;
0.109702;3.6158;1.71775;
0.109802;3.61139;1.71354;
0.109902;3.6158;1.71775;
0.110002;3.61139;1.71354;
0.110102;3.6158;1.71775;
0.110202;3.61139;1.71354;
0.110302;3.6158;1.71775;
0.110402;3.61139;1.71354;
0.110502;3.6158;1.71775;
0.110602;3.61139;1.71354;
0.110702;3.6158;1.71775;
0.110802;3.6114;1.71354;
0.110902;3.6158;1.71775;
0.111002;3.6114;1.71354;
0.111102;3.6158;1.71775;
0.111202;3.6114;1.71354;
0.111302;3.6158;1.71775;
0.111402;3.6114;1.71354;
0.111502;3.6158;1.71775;
0.111602;3.6114;1.71354;
0.111702;3.6158;1.71775;
0.111802;3.6114;1.71354;
0.111902;3.6158;1.71775;
0.112002;3.6114;1.71354;
0.112102;3.6158;1.71775;
0.112202;3.6114;1.71354;
0.112302;3.6158;1.71775;
0.112402;3.6114;1.71354;
0.112502;3.6158;1.71775;
0.112602;3.6114;1.71354;
0.112702;3.6158;1.71775;
0.112802;3.6114;1.71354;
0.112902;3.6158;1.71775;
0.113002;3.6114;1.71354;
0.113102;3.6158;1.71775;
0.113202;3.6114;1.71354;
0.113302;3.6158;1.71775;
0.113402;3.6114;1.71354;
0.113502;3.6158;1.71775;
0.113602;3.6114;1.71354;
0.113702;3.6158;1.71775;
0.113802;3.6114;1.71354;
0.113902;3.61579;1.71775;
0.114002;3.6114;1.71354;
0.114102;3.61579;1.71775;
0.114202;3.6114;1.71354;
0.114302;3.61579;1.71775;
0.114402;3.6114;1.71354;
0.114502;3.61579;1.71775;
0.114602;3.6114;1.71354;
0.114702;3.61579;1.71775;
0.114802;3.6114;1.71354;
0.114902;3.61579;1.71775;
0.115002;3.6114;1.71354;
0.115102;3.61579;1.71775;
0.115202;3.6114;1.71354;
0.115302;3.61579;1.71775;
0.115402;3.6114;1.71354;
0.115502;3.61579;1.71775;
0.115602;3.6114;1.71354;
0.115702;3.61579;1.71775;
0.115802;3.6114;1.71354;
0.115902;3.61579;1.71775;
0.116002;3.6114;1.71354;
0.116102;3.61579;1.71774;
0.116202;3.6114;1.71354;
0.116302;3.61579;1.71774;
0.116402;3.6114;1.71354;
0.116502;3.61579;1.71774;
0.116602;3.6114;1.71354;
0.116702;3.61579;1.71774;
0.116802;3.6114;1.71354;
0.116902;3.61579;1.71774;
0.117002;3.6114;1.71354;
0.117102;3.61579;1.71774;
0.117202;3.6114;1.71354;
0.117302;3.61579;1.71774;
0.117402;3.6114;1.71354;
0.117502;3.61579;1.71774;
0.117602;3.6114;1.71354;
0.117702;3.61579;1.71774;
0.117802;3.6114;1.71354;
0.117902;3.61579;1.71774;
0.118002;3.6114;1.71354;
0.118102;3.61579;1.71774;
0.118202;3.6114;1.71354;
0.118302;3.61579;1.71774;
0.118402;3.6114;1.71354;
0.118502;3.61579;1.71774;
0.118602;3.6114;1.71354;
0.118702;3.61579;1.71774;
0.118802;3.6114;1.71354;
0.118902;3.61579;1.71774;
0.119002;3.6114;1.71354;
0.119102;3.61579;1.71774;
0.119202;3.6114;1.71354;
0.119302;3.61579;1.71774;
0.119402;3.6114;1.71354;
0.119502;3.61579;1.71774;
0.119602;3.6114;1.71354;
0.119702;3.61579;1.71774;
0.119802;3.6114;1.71354;
0.119902;3.61579;1.71774;
0.120002;3.6114;1.71354;
0.120102;3.61579;1.71774;
0.120202;3.6114;1.71354;
0.120302;3.61579;1.71774;
0.120402;3.6114;1.71354;
0.120502;3.61579;1.71774;
0.120602;3.6114;1.71354;
0.120702;3.61579;1.71774;
0.120802;3.6114;1.71354;
0.120902;3.61579;1.71774;
0.121002;3.6114;1.71354;
0.121102;3.61579;1.71774;
0.121202;3.6114;1.71354;
0.121302;3.61579;1.71774;
0.121402;3.6114;1.71354;
0.121502;3.61579;1.71774;
0.121602;3.6114;1.71354;
0.121702;3.61579;1.71774;
0.121802;3.6114;1.71354;
0.121902;3.61579;1.71774;
0.122002;3.6114;1.71354;
0.122102;3.61579;1.71774;
0.122202;3.6114;1.71354;
0.122302;3.61579;1.71774;
0.122402;3.6114;1.71354;
0.122502;3.61579;1.71774;
0.122602;3.6114;1.71354;
0.122702;3.61579;1.71774;
0.122802;3.6114;1.71354;
0.122902;3.61579;1.71774;
0.123002;3.6114;1.71354;
0.123102;3.61579;1.71774;
0.123202;3.6114;1.71354;
0.123302;3.61579;1.71774;
0.123402;3.6114;1.71354;
0.123502;3.61579;1.71774;
0.123602;3.6114;1.71354;
0.123702;3.61579;1.71774;
0.123802;3.6114;1.71354;
0.123902;3.61579;1.71774;
0.124002;3.6114;1.71354;
0.124102;3.61579;1.71774;
0.124202;3.6114;1.71354;
0.124302;3.61579;1.71774;
0.124402;3.6114;1.71354;
0.124502;3.61579;1.71774;
0.124602;3.6114;1.71354;
0.124702;3.61579;1.71774;
0.124802;3.6114;1.71354;
0.124902;3.61579;1.71774;
0.125002;3.6114;1.71354;
0.125102;3.61579;1.71774;
0.125202;3.6114;1.71354;
0.125302;3.61579;1.71774;
0.125402;3.6114;1.71354;
0.125502;3.61579;1.71774;
0.125602;3.6114;1.71354;
0.125702;3.61579;1.71774;
0.125802;3.6114;1.71354;
0.125902;3.61579;1.71774;
0.126002;3.6114;1.71354;
0.126102;3.61579;1.71774;
0.126202;3.6114;1.71354;
0.126302;3.61579;1.71774;
0.126402;3.6114;1.71354;
0.126502;3.61579;1.71774;
0.126602;3.6114;1.71354;
0.126702;3.61579;1.71774;
0.126802;3.6114;1.71354;
0.126902;3.61579;1.71774;
0.127002;3.6114;1.71354;
0.127102;3.61579;1.71774;
0.127202;3.6114;1.71354;
0.127302;3.61579;1.71774;
0.127402;3.6114;1.71354;
0.127502;3.61579;1.71774;
0.127602;3.6114;1.71354;
0.127702;3.61579;1.71774;
0.127802;3.6114;1.71354;
0.127902;3.61579;1.71774;
0.128002;3.6114;1.71354;
0.128102;3.61579;1.71774;
0.128202;3.6114;1.71354;
0.128302;3.61579;1.71774;
0.128402;3.6114;1.71354;
0.128502;3.61579;1.71774;
0.128602;3.6114;1.71354;
0.128702;3.61579;1.71774;
0.128802;3.6114;1.71354;
0.128902;3.61579;1.71774;
0.129002;3.6114;1.71354;
0.129102;3.61579;1.71774;
0.129202;3.6114;1.71354;
0.129302;3.61579;1.71774;
0.129402;3.6114;1.71354;
0.129502;3.61579;1.71774;
0.129602;3.6114;1.71354;
0.129702;3.61579;1.71774;
0.129802;3.6114;1.71354;
0.129902;3.61579;1.71774;
0.130002;3.6114;1.71354;
0.130102;3.61579;1.71774;
0.130202;3.6114;1.71354;
0.130302;3.61579;1.71774;
0.130402;3.6114;1.71354;
0.130502;3.61579;1.71774;
0.130602;3.6114;1.71354;
0.130702;3.61579;1.71774;
0.130802;3.6114;1.71354;
0.130902;3.61579;1.71774;
0.131002;3.6114;1.71354;
0.131102;3.61579;1.71774;
0.131202;3.6114;1.71354;
0.131302;3.61579;1.71774;
0.131402;3.6114;1.71354;
0.131502;3.61579;1.71774;
0.131602;3.6114;1.71354;
0.131702;3.61579;1.71774;
0.131802;3.6114;1.71354;
0.131902;3.61579;1.71774;
0.132002;3.6114;1.71354;
0.132102;3.61579;1.71774;
0.132202;3.6114;1.71354;
0.132302;3.61579;1.71774;
0.132402;3.6114;1.71354;
0.132502;3.61579;1.71774;
0.132602;3.6114;1.71354;
0.132702;3.61579;1.71774;
0.132802;3.6114;1.71354;
0.132902;3.61579;1.71774;
0.133002;3.6114;1.71354;
0.133102;3.61579;1.71774;
0.133202;3.6114;1.71354;
0.133302;3.61579;1.71774;
0.133402;3.6114;1.71354;
0.133502;3.61579;1.71774;
0.133602;3.6114;1.71354;
0.133702;3.61579;1.71774;
0.133802;3.6114;1.71354;
0.133902;3.61579;1.71774;
0.134002;3.6114;1.71354;
0.134102;3.61579;1.71774;
0.134202;3.6114;1.71355;
0.134302;3.61579;1.71774;
0.134402;3.6114;1.71355;
0.134502;3.61579;1.71774;
0.134602;3.6114;1.71355;
0.134702;3.61579;1.71774;
0.134802;3.6114;1.71355;
0.134902;3.61579;1.71774;
0.135002;3.6114;1.71355;
0.135102;3.61579;1.71774;
0.135202;3.6114;1.71355;
0.135302;3.61579;1.71774;
0.135402;3.6114;1.71355;
0.135502;3.61579;1.71774;
0.135602;3.6114;1.71355;
0.135702;3.61579;1.71774;
0.135802;3.6114;1.71355;
0.135902;3.61579;1.71774;
0.136002;3.6114;1.71355;
0.136102;3.61579;1.71774;
0.136202;3.6114;1.71355;
0.136302;3.61579;1.71774;
0.136402;3.6114;1.71355;
0.136502;3.61579;1.71774;
0.136602;3.6114;1.71355;
0.136702;3.61579;1.71774;
0.136802;3.6114;1.71355;
0.136902;3.61579;1.71774;
0.137002;3.61141;1.71355;
0.137102;3.61579;1.71774;
0.137202;3.61141;1.71355;
0.137302;3.61579;1.71774;
0.137402;3.61141;1.71355;
0.137502;3.61579;1.71774;
0.137602;3.61141;1.71355;
0.137702;3.61579;1.71774;
0.137802;3.61141;1.71355;
0.137902;3.61579;1.71774;
0.138002;3.61141;1.71355;
0.138102;3.61579;1.71774;
0.138202;3.61141;1.71355;
0.138302;3.61579;1.71774;
0.138402;3.61141;1.71355;
0.138502;3.61579;1.71774;
0.138602;3.61141;1.71355;
0.138702;3.61579;1.71774;
0.138802;3.61141;1.71355;
0.138902;3.61579;1.71774;
0.139002;3.61141;1.71355;
0.139102;3.61579;1.71774;
0.139202;3.61141;1.71355;
0.139302;3.61579;1.71774;
0.139402;3.61141;1.71355;
0.139502;3.61579;1.71774;
0.139602;3.61141;1.71355;
0.139702;3.61579;1.71774;
0.139802;3.61141;1.71355;
0.139902;3.61579;1.71774;
0.140002;3.61141;1.71355;
0.140102;3.61579;1.71774;
0.140202;3.61141;1.71355;
0.140302;3.61579;1.71774;
0.140402;3.61141;1.71355;
0.140502;3.61579;1.71774;
0.140602;3.61141;1.71355;
0.140702;3.61579;1.71774;
0.140802;3.61141;1.71355;
0.140902;3.61579;1.71774;
0.141002;3.61141;1.71355;
0.141102;3.61579;1.71774;
0.141202;3.61141;1.71355;
0.141302;3.61578;1.71774;
0.141402;3.61141;1.71355;
0.141502;3.61578;1.71774;
0.141602;3.61141;1.71355;
0.141702;3.61578;1.71774;
0.141802;3.61141;1.71355;
0.141902;3.61578;1.71774;
0.142002;3.61141;1.71355;
0.142102;3.61578;1.71774;
0.142202;3.61141;1.71355;
0.142302;3.61578;1.71774;
0.142402;3.61141;1.71355;
0.142502;3.61578;1.71774;
0.142602;3.61141;1.71355;
0.142702;3.61578;1.71774;
0.142802;3.61141;1.71355;
0.142902;3.61578;1.71774;
0.143002;3.61141;1.71355;
0.143102;3.61578;1.71774;
0.143202;3.61141;1.71355;
0.143302;3.61578;1.71774;
0.143402;3.61141;1.71355;
0.143502;3.61578;1.71774;
0.143602;3.61141;1.71355;
0.143702;3.61578;1.71774;
0.143802;3.61141;1.71355;
0.143902;3.61578;1.71774;
0.144002;3.61141;1.71355;
0.144102;3.61578;1.71774;
0.144202;3.61141;1.71355;
0.144302;3.61578;1.71774;
0.144402;3.61141;1.71355;
0.144502;3.61578;1.71774;
0.144602;3.61141;1.71355;
0.144702;3.61578;1.71773;
0.144802;3.61141;1.71355;
0.144902;3.61578;1.71773;
0.145002;3.61141;1.71355;
0.145102;3.61578;1.71773;
0.145202;3.61141;1.71355;
0.145302;3.61578;1.71773;
0.145402;3.61141;1.71355;
0.145502;3.61578;1.71773;
0.145602;3.61141;1.71355;
0.145702;3.61578;1.71773;
0.145802;3.61141;1.71355;
0.145902;3.61578;1.71773;
0.146002;3.61141;1.71355;
0.146102;3.61578;1.71773;
0.146202;3.61141;1.71355;
0.146302;3.61578;1.71773;
0.146402;3.61141;1.71355;
0.146502;3.61578;1.71773;
0.146602;3.61141;1.71355;
0.146702;3.61578;1.71773;
0.146802;3.61141;1.71355;
0.146902;3.61578;1.71773;
0.147002;3.61141;1.71355;
0.147102;3.61578;1.71773;
0.147202;3.61141;1.71355;
0.147302;3.61578;1.71773;
0.147402;3.61141;1.71355;
0.147502;3.61578;1.71773;
0.147602;3.61141;1.71355;
0.147702;3.61578;1.71773;
0.147802;3.61141;1.71355;
0.147902;3.61578;1.71773;
0.148002;3.61141;1.71355;
0.148102;3.61578;1.71773;
0.148202;3.61141;1.71355;
0.148302;3.61578;1.71773;
0.148402;3.61141;1.71355;
0.148502;3.61578;1.71773;
0.148602;3.61141;1.71355;
0.148702;3.61578;1.71773;
0.148802;3.61141;1.71355;
0.148902;3.61578;1.71773;
0.149002;3.61141;1.71355;
0.149102;3.61578;1.71773;
0.149202;3.61141;1.71355;
0.149302;3.61578;1.71773;
0.149402;3.61141;1.71355;
0.149502;3.61578;1.71773;
0.149602;3.61141;1.71355;
0.149702;3.61578;1.71773;
0.149802;3.61141;1.71355;
0.149902;3.61578;1.71773;
0.150002;3.61141;1.71355;
0.150102;3.61578;1.71773;
0.150202;3.61141;1.71355;
0.150302;3.61578;1.71773;
0.150402;3.61141;1.71355;
0.150502;3.61578;1.71773;
0.150602;3.61141;1.71355;
0.150702;3.61578;1.71773;
0.150802;3.61141;1.71355;
0.150902;3.61578;1.71773;
0.151002;3.61141;1.71355;
0.151102;3.61578;1.71773;
0.151202;3.61141;1.71355;
0.151302;3.61578;1.71773;
0.151402;3.61141;1.71355;
0.151502;3.61578;1.71773;
0.151602;3.61141;1.71355;
0.151702;3.61578;1.71773;
0.151802;3.61141;1.71355;
0.151902;3.61578;1.71773;
0.152002;3.61141;1.71355;
0.152102;3.61578;1.71773;
0.152202;3.61141;1.71355;
0.152302;3.61578;1.71773;
0.152402;3.61141;1.71355;
0.152502;3.61578;1.71773;
0.152602;3.61141;1.71355;
0.152702;3.61578;1.71773;
0.152802;3.61141;1.71355;
0.152902;3.61578;1.71773;
0.153002;3.61141;1.71355;
0.153102;3.61578;1.71773;
0.153202;3.61141;1.71355;
0.153302;3.61578;1.71773;
0.153402;3.61141;1.71355;
0.153502;3.61578;1.71773;
0.153602;3.61141;1.71355;
0.153702;3.61578;1.71773;
0.153802;3.61141;1.71355;
0.153902;3.61578;1.71773;
0.154002;3.61141;1.71355;
0.154102;3.61578;1.71773;
0.154202;3.61141;1.71355;
0.154302;3.61578;1.71773;
0.154402;3.61141;1.71355;
0.154502;3.61578;1.71773;
0.154602;3.61141;1.71355;
0.154702;3.61578;1.71773;
0.154802;3.61141;1.71355;
0.154902;3.61578;1.71773;
0.155002;3.61141;1.71355;
0.155102;3.61578;1.71773;
0.155202;3.61141;1.71355;
0.155302;3.61578;1.71773;
0.155402;3.61141;1.71355;
0.155502;3.61578;1.71773;
0.155602;3.61141;1.71355;
0.155702;3.61578;1.71773;
0.155802;3.61141;1.71355;
0.155902;3.61578;1.71773;
0.156002;3.61141;1.71355;
0.156102;3.61578;1.71773;
0.156202;3.61141;1.71355;
0.156302;3.61578;1.71773;
0.156402;3.61141;1.71355;
0.156502;3.61578;1.71773;
0.156602;3.61141;1.71355;
0.156702;3.61578;1.71773;
0.156802;3.61141;1.71355;
0.156902;3.61578;1.71773;
0.157002;3.61141;1.71355;
0.157102;3.61578;1.71773;
0.157202;3.61141;1.71355;
0.157302;3.61578;1.71773;
0.157402;3.61141;1.71355;
0.157502;3.61578;1.71773;
0.157602;3.61141;1.71355;
0.157702;3.61578;1.71773;
0.157802;3.61141;1.71355;
0.157902;3.61578;1.71773;
0.158002;3.61141;1.71355;
0.158102;3.61578;1.71773;
0.158202;3.61141;1.71355;
0.158302;3.61578;1.71773;
0.158402;3.61141;1.71355;
0.158502;3.61578;1.71773;
0.158602;3.61141;1.71355;
0.158702;3.61578;1.71773;
0.158802;3.61141;1.71355;
0.158902;3.61578;1.71773;
0.159002;3.61141;1.71355;
0.159102;3.61578;1.71773;
0.159202;3.61141;1.71355;
0.159302;3.61578;1.71773;
0.159402;3.61141;1.71355;
0.159502;3.61578;1.71773;
0.159602;3.61141;1.71355;
0.159702;3.61578;1.71773;
0.159802;3.61141;1.71355;
0.159902;3.61578;1.71773;
0.160002;3.61141;1.71355;
0.160102;3.61578;1.71773;
0.160202;3.61141;1.71355;
0.160302;3.61578;1.71773;
0.160402;3.61141;1.71355;
0.160502;3.61578;1.71773;
0.160602;3.61141;1.71356;
0.160702;3.61578;1.71773;
0.160802;3.61141;1.71356;
0.160902;3.61578;1.71773;
0.161002;3.61141;1.71356;
0.161102;3.61578;1.71773;
0.161202;3.61141;1.71356;
0.161302;3.61578;1.71773;
0.161402;3.61141;1.71356;
0.161502;3.61578;1.71773;
0.161602;3.61141;1.71356;
0.161702;3.61578;1.71773;
0.161802;3.61141;1.71356;
0.161902;3.61578;1.71773;
0.162002;3.61141;1.71356;
